Protein,Sample1,Sample1,Sample1,Sample1,Sample1,Sample2,Sample2,Sample2,Sample2,Sample2,Sample3,Sample3,Sample3,Sample3,Sample3,Sample4,Sample4,Sample4,Sample4,Sample4,Sample5,Sample5,Sample5,Sample5,Sample5,Sample6,Sample6,Sample6,Sample6,Sample6,Sample7,Sample7,Sample7,Sample7,Sample7,Sample8,Sample8,Sample8,Sample8,Sample8,Sample9,Sample9,Sample9,Sample9,Sample9,Sample10,Sample10,Sample10,Sample10,Sample10
O75674,406227,,,,,,,,,,,,,,,564834,571888,,,340183,,210815,,396565,,,,441935,,,,279148,,,292100,,,,,,,,,,,,,,,
O75676,,,,,,,,,,,,,,,,,5905430,4187940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O75688,,,,,,,,147547,,185537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205447,,,,,,,,,,
O75689,,,,,,,,,,,,,,,,,,,,,,255850,,,254280,,,,,,,,,,,,,,,,,,,,,,,,,
O75691,,,,,,,,,,,,,,,,,,,,,,,1615170,,,,,,,,,,,,,1570770,,,,,,,,1624900,,,,,,
O75694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661604,,,,,,,,,,,,,,,,,,,,745508
O75695,611372,,,,,,,,,,,,,,584351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O75717,,,,,,,,,890520,,,,1547690,,,,,,805149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O75718,,,,,,,,,,331909,,,,,,,,398980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O75746,363843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629180,,,,,,,,,,,,,,
O75781,,,,,,,,,,,5894270,,,,,,,,,,,,,9262070,,8086170,,,6109550,,8470330,,,,10435600,,,,,,,,,,,,4508260,,,
O75787,,,,,,,,,,,,,,,,,408159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378352
O75794,3082340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6608410,,,,,,,,,,,
O75795,,,,,,,,,,,,,,,,,,2575920,5207240,,,2791650,3938680,,,4714150,,,809662,,1758830,,,5778640,,3205250,,2457020,,,,,,,,,,,,
O75808,,,,,,,,,,,,,,,840124,,,,,,,,1367470,,,,,,,,,,,,,,,,,779758,,,,,,,,,,
O75821,,,,,,,,,269062,,327554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O75822,194754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196841,,,,
O75828,,,,,,,,,,,,,,,,,,,1518920,,,,,1519960,,,,,,,,,,,,,,,,,,,,,,,,,,
O75830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241764,,,,,,,,202104,,,,,,,,,,,
O75832,,,,,,,,,,,,,,203333,,,,,,,,,,,,,,,,,,,237647,,,,,,,,,,,,,,,,,
O75843,,,,,,,,,,698992,,,,,,,,,,,,,,,,,591673,,,,,,,,,,,,,,,,,,,,,,,
O75844,,,388797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287512,,,,,,,,,,,,,,,,,,
O75864,,,,,,320054,,304600,,301438,,,,,,,,,,419454,,,,,,,,,,,,397013,,,,,,,,,,,,,,,,,,
O75874,,,,,,,,,,,,,,,,,,,,,,,,,,,,20947.5,,,22946.7,,,,,,,,,,,,,,,,,,,
O75880,,,,,,,,,,,,,,,,,,,,,16632800,,12915200,,,,,,,,,,,,,,,,,,,,,,,,,,,
O75881,,1570310,,1137580,,,,1137670,,,,,,,,,1058230,,,498245,1038100,,,,790987,,,,,,1326170,814605,,,580854,,,,,,,,,,399840,,,551096,,
O75882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728700,,,1804910,1640720
O75884,,,,,,,,,,,,,,,,,,,,,177907,,,,,,,,,,,212689,,,,,,,,,,,,,,,133509,,,
O75886,,,,,201305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202722,,,,
O75891,,,,,,,,,,,,,,,622577,765355,,,,,,,773877,,,,,,,,,,835501,990253,969364,,689425,,806864,,,,,,402324,,,,,
O75897,,,,,156016,,,,,,,,,,,,,,,,205226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O75900,,,,,827485,730469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O75909,5665240,5044640,3176640,,6676810,,,5145900,4350870,,4387870,,4409120,4214680,4209560,8954980,7614370,,8457420,10543400,9051020,8673320,10734000,7335670,8155500,11794600,9082310,7122130,5983550,7936520,9948840,10875600,,8896610,9223120,,11063100,9139540,13369900,11325600,8981500,11289200,5011270,8124000,1506800,4630370,,3209050,2334280,2813680
O75914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684370,,,,,,,,,,,,100730
O75915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233284,,,,,,,,,,,,,,214205,,,
O75923,,5425730,6622620,,4302350,5924000,,6155460,,4376250,,,,,,,,,,5109680,,,,,4899820,,5654910,,,5557870,,,,,,3869550,,,,,,,,,,,,,,
O75934,,,108716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103130,
O75935,,,,,,,,,,,,,,,,,,,,3283920,,,,,,,,,,,,,,,,,,,,3195510,,,8903440,,,,,,,
O75936,,,,,,,,,,,,,,,,,,,,,,,104787,,,,,,,,,,,,89733.9,,,,,,,,,,,,,,,
O75943,,,,,,,,,,,,,,,,,,706160,,681394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O75947,,,,,,,,,,,,,,,,,,,,,,881348,,,,,,,,,,,,,,799779,,,,,,,,,,,,,,
O75954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60708,42830.9,,
O75955,,,,,,,,,,,,,,,,,,,,,,917322,,842446,,,,,,,,,,,,,,,,,,,,,,,,,,
O75962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3374030,,,,,3380480,,,,,,,,,,
O75964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335151,260549,,,
O75976,2225170,,,,,,,,,,2285360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2067590,,,
O75995,,,,,,,,,,,,,,,,,,171456,,,,,,,,,,,,,,,,485231,,,,,,,,,,,,,,,,
O76003,,,,,,,,,,,873294,,,,757933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O76009,,,,,,,,,,,,,,,,,,,,,,229329,,,,,104742,,,,,,,32711,,,,191361,,,,,,,,,,,,62116.4
O76011,,3840220,,,,,4061710,,3231310,,,,,,,,,2364490,,,,,,,2145850,1516280,,,,,,3067700,2889490,,,,708519,,,,,,3179490,,,,,,,
O76013,,,,,,,,,,,,,,,,,,,,,,,1097100,,1148980,,,,,,,,,,,,,,,,,,,,,,,,,
O76021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196933,,,,,,,,,285774
O76024,,1446520,,,,,,2602520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O76027,,,,,132181,,,,,,,,,,,,,,,,,,,,,,,110078,,,,,,,,,,,,,,,,,,,,,,
O76031,,,,,,,,,,,,,,,,,328382,133327,,,,,,,,,,,,,,,180857,,,159990,,,,,,124168,,,,,,,,
O76038,,1739260,,,,1618280,,1852420,,,1338400,1730960,,1927900,1699100,2050660,,2722740,,2240930,2440480,3011210,2771470,,1929310,2616550,,,3072990,2386440,,,3047690,2811840,2928260,2815580,1938620,,2585390,1539000,,1425590,,,,,,,,
O76041,,,,,454343,,,,,,,,,,,,,,,,,,,,,,,,,,,911038,,,,,,,,,,,,,,,,,,
O76054,,,,,,,,,,,,,,,,,,,,,,,,,118176,,,,,,,,,,,,,,,,,,146394,,,,,,,
O76070,,,,,,,,,,,,,,,,,417684,,,,,,,,,,,,,,,,,,427864,,,,,,,,,,,,,,,
O76074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973830,,,,,,,,,,,1924080,,,,,,,,,
O76075,,,,,,,,,,375238,,,292442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O76094,,,,,,,,,,,,,,,,19806600,21854800,,,,,,,,20789100,,,,,,,,,,,,,,,,,,,,,,,,,
O77727,,,,,,,,,,,,,,,,,,,,,49730,,49796.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
O82803,,,504277,,,,501835,,,,,,,,,,,,,,,,,,,,,,,515131,,,,,,,,,,,,,,,,,,,,
O94760,,,,,,,,,1901100,1811600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O94763,2099740,,2097200,,1483210,1770330,,1644640,2075390,,,1438820,1504560,1428880,,1533520,,1059400,1489140,556102,,,,,,1160840,,,,2269650,1654880,2157610,1409930,,2173610,,,913088,1502350,,438546,1425460,,1769800,1080510,662640,584477,584895,682666,
O94769,,,,,,,,,,,,,621000,,,,,,,,,618848,,,,,,,,,,,,,,,,608223,,,,,,,,,,,,
O94772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532166,,,,,,,,634780,,,,,,,,,,,,,
O94776,,,,,,,,,,,,,,,,,,,,,,,,,,516113,,,,,,,,508761,,,,,,,,,,,,,,,,
O94788,,,,,,,,,,,,,,,,,,,,,,,,,,,,11007500,12003100,,,11888800,,,,,,,,,,,,,,,,,,
O94804,,,,,,,,,,,,,,,,,,,786250,,,,,,,,,,,,,,,,,,,,,,,,756086,,,,,,,
O94805,,,,,,,,,,,,,,6568460,,,,,,,5270820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O94806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244471,,,,,,,,169117,,,,,,,,,,,
O94808,,,,,,,,,,,,,,,,,,,,,,2325360,,,,,,,,1281920,,,,,1772300,,,,2235090,,,,,,,,,,,
O94819,1412350,1279800,,,1514570,,861316,1608740,,,,,1307140,,,,,,,,518964,,,,,,,,927143,,,,,,,,1245840,,,,,,799708,,,1638240,,,,
O94822,,,,,,,,,,,,,,,,,,72386.2,,,,,,,,,,,,,,,,,,,,266352,,,,,84125.6,,,,,,,
O94823,,,2408980,,,,,,,,,,6785930,,,,,,,,,,,,,,,,,,,,,,,,,,4320470,,,,,,,,,,2043600,2027210
O94826,,,,,,55284.7,,,,,,,,,125124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O94829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305259,248949
O94830,,,,,369851,,,,,316566,325414,,,,382276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O94832,,,,,8413100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8404270,,,,,,,,,,,,,,
O94850,,,,,,,,,,,,,,,,1788450,,,,,,,,,,,,,1369890,,,,,,,,,,,,1088150,,,,,,,,,
O94851,,,,3902570,,,,,,,,,,,,4539160,,,,,5750480,,,5301790,4818580,,,5449770,,,,,,,,,,,,5173150,,,,,4090650,2936360,,,2828310,
O94855,,,,612676,,,,,,,,,,,790393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O94856,,,,,,,,,,,,,,,,,,,,,,,,,172002,,,,,,,,,,,,147524,,,,,,,,,,,,,
O94874,,,,,,80462.5,,,,,,,,,,,,,,,77459.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O94875,,,190280,,,,,188294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O94876,,,,,,,,,,,,,,,,,,,,,,,,,83248.8,,,,,,,,,,,,,,,,,,,,,,,,,122141
O94880,,,,,,,,,,,424016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366144
O94887,,,,,,,336465,,553633,575748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663034,,,
O94888,1262980,,,,,,,,,,,,,,,,,,,,,1095870,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O94901,,,,,,,,,,443019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342365,,,,,,,,
O94903,2576270,2596450,3140580,2824740,1844410,2489120,1697550,1967530,2584660,2498930,,2128060,1593410,2748830,,2236500,1294140,,,,,1756260,1727640,,1709570,1689860,,2695380,2023160,,,,,2180630,1102140,1107460,2594510,1676190,2474830,2540010,1188970,1686690,,,2386270,1831590,,,1494130,1307570
O94905,,,,,,,,,,,,,,,,,,,,,,685078,660447,,,,,,,,,,,,,,,,,,,,,,,,,,,
O94906,,,,,,,,,,,552697,,,547276,,,,,,,579922,,,,,,,,,,,,,,,,,,518268,,,,,,,,,,,
O94910,,,,,,,,,,,,,,,,,,,,,,,,,758866,,,,,,934664,,877806,,,,,,,,,,,,,,,,,
O94911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249710,,,,,,,,,,,,,,,,281273,,
O94913,,281545,,,,,,,,,,,,,,,,,,357274,,,,,,,,,,260140,,,386044,,,,,,,,,,,704327,,,,,,
O94915,,,,,,,,302467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327653,,,,,,
O94919,,,,,1374500,,2480280,,,1684140,2666190,,,,,,,,,,,1100750,,,,1781930,,1604070,1930960,,,1095480,,1312690,1490010,,,,,,,,1706370,,,,,,1269630,
O94921,,,,,,,,,,,,,,,,,,,,,756087,,,,,,394704,,,,,,878334,,,,,,,,,,,,,,,,,
O94923,2659290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2377070,,,,,,,,,,,,,,,,
O94925,,388420,,,387102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O94933,4494500,3426810,,,4543560,,,4518960,3408060,3913530,,,4779270,4512250,,,3924850,,,,,,,2954730,,,,,,,,,,,,2246910,,,,,3255980,,3179270,,,5898870,5489570,5396500,5992140,2110690
O94964,,,,,,,,,,,,,,,,,,,2495860,,,,2027990,,,1864420,,,,,,,,,,1992410,2244190,,,,,,,,,,,,,
O94966,,,,,,,,,,,669390,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O94967,,,,,,,,,,315535,,,,,,,,,,,,,,,,,,,,,,,,,,188116,,,,,,,,,,,,,,
O94973,,,,,,,,,,,,,,,,,,,,,,12120400,12552900,,,,,,,,,,,,,,,,,,,,,,,,,,,
O94979,,,,,,,,163447,,,,,,,,,,,,,,,,,,,,,,,,182555,,,,,,,,,,,,,,,,,,
O94985,456950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466434
O94988,,,,,,,,,,,,,,,,,,,,,94399.6,,,,,,,,,,,,,,,,,,,88269.9,,,,,,,,,,
O94989,,,,,,,,,,,,,,,,,,,,468817,,,,,,,,,,,,,,,,,,,,,,,,493535,,,,,,
O95049,,,458427,,,,,,,615517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95050,,,,,,,,,,577219.6,,,,,,,55395.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76028.6
O95070,,,,,,,,,2310030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721573,2134330,1340900,1589410,
O95071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785308,,918782,
O95072,273863000,304852000,206333000,238675000,266919000,250130000,221235000,,,,,226095000,279892000,202305000,299583000,118267000,,,,92695900,108421000,174512000,187533000,189227000,205988000,,133427000,228097000,,,199156000,184006000,181555000,,,201501000,201365000,,,241193000,177906000,,,193696000,201752000,157665000,149008000,,,
O95081,,,,115923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81136.6,,,,,,,,,,,,,,
O95084,1246960,,,1478220,1392200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830360,,
O95104,,,,,,,,,,,17970900,,,,,,,,,,,,,,,,,,15756000,,,,,,,,,,,,,,,,,,,,,
O95139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823320,,,,,,,,,843573,,,,,
O95140,,763891,,,,,,,,,,,,,543064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95154,,,,,,,,,,,,,,,,,,,,,,,,6825970,,,,,,,,,,,,,,,,,,,,,5207810,,,,,
O95155,,,,,,,,,,,,,,,,,,,238007,,,,,,,,,,,,,,,,,,,,,,,342181,,,,,,,,
O95159,,,,,,307531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446110,,,,,,,
O95163,,,,,292218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288295,,,,,,,,,,,,,,
O95164,,,,,,,1403420,,,,,,,,,,,,,,,,1374610,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4176700,,,,,,,,4440550,4287150,,,,3574990,
O95168,,,,,,,,,,,,,,,,,,,,,,1066940,,,1045640,,,,,,,,,,,,,,,,,,,,,,,,,
O95169,,,,,,,,,,,,,,,,,,,,,,,,,,,965028,,719510,,,,,,,,,,,,,,,,,,,,,
O95171,,,,,,,674027,,,,,,,469920,,,447433,73136.3,,,,,,,,691369,,,,,,,,,,,,,,,,,,,,,,,,
O95197,53121.8,,,,,,,,27260.1,,,,,,,,,,,,,,,,,,,,,,,,,28373.9,,,,,,,,,,,,,,,,
O95202,2453140,,1910400,2510080,1924350,,,,,1494760,,,,,,,,,,,,,,,,,,2823440,,,,,,,,,,,3035270,,,,,,,,,,,
O95210,,,,,,,,,,,,,,,,,,,,,,632924,,,612760,,,,,,,,,,,,,,,,,,,,,,,,,
O95218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60604.4,,,,,,256481,,,,,,,
O95219,,,,,,,,,174521,,,,,162844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95229,,,,,,,,,,,,,,,,,,,,,61528900,,,,68573700,,,,,,,,,,,,,,,,,,,,,,,,78562700,
O95232,,,,,,,,,,,,,,,,346044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346899,,,,
O95239,,,,,,,,,,,,,,,,,,,,,,,693189,,,,,,,,,,,,,,,,,,,,404972,,,,,,315921,
O95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1446220,1380090,,,,,,,,
O95249,,233876,,,,,,,,,,,,544357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95251,,,,,,,,,,,,,,639136,,,,,,,,,,,,,,,,,,,,,,890009,,,,,,473659,,,,,,,,
O95255,,2401440,,,,,,,5591120,6288900,,,,1781530,,,,,,,,4342880,,,,,,,,,,,,,,,,,,,,,,,,,3936170,,,
O95273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409015,,,,,,,,,372715,,,,,,,,,,,
O95292,,,,,,,,,,,,,70010300,,,,,,,,,,,,,,,,,,,,,,,,,,66928100,,,,,,,,,,,
O95297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186070,165405,,,,,,,,,,,,,,,
O95299,,,,,,,,,,,,,,,,,,,,,,,,,,,17041800,17741800,,,,,,,,,,,,,,,,,,,,,,
O95302,,,,562145,,,,,,,,,,,1012700,,1077510,,882764,,,,,875498,855876,,,,,,,,,861465,,1769260,1521130,826078,,1708550,,,,26344.7,1380720,,,,,
O95319,,,,,,,,248819,,,,,,,,578838,,,,,602371,,,,,329232,,,,,,678986,,,,,,,,413477,,,,,,,,,,
O95336,,,,,,,,,,,,,,,162784,,,,,,,,,,,,,,,,,,,,,,,,,,,161116,,,,,,,,
O95340,,,,,,,,,,,,,676622,,,,,,,600093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95342,,,,,,,,,,,,277823,,,,,,,,,,,,,,,,,294170,,,,,,,,,,,,,,,,,,,,,
O95347,,,,,,,,,,,,,,,,,,,,,,,,,,200685,,,,,,,,,,,,,168466,,,,,,,,,,,
O95352,,,,,,119476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124351,,,,,,,,,,
O95359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459460,,,,,,,1063700,,,,,,,,,,,,1279570
O95361,,,998469,,,,,,,,897193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566529,,513759,,,,,,,
O95372,,,,,,,,,,,,,,,,,,,,,,,,,360584,,,,,,,,,,,,,,,,,,,,,,,,278413,
O95373,,,,,,,,,,,,623662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631422,,,,,,
O95376,,,,,,,,,,,,,,4230430,,,,,,,,,,,,,,,,,,,,,,,,,3723740,,,,,,,,,,,
O95379,,3368280,3741680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95382,,,,,,,,,,139087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351205,,,,
O95391,1407060,,,,,,,,117795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95394,,428550,,,,349450,377176,728727,,,,,,,,,,,,,,,,,,379971,,,,521622,702094,,,,,,,,,,,649139,,,,,,,,
O95396,,,,,,,,,,,,,,,,,,,2741010,,,,,3298540,,,,,,,,,,,,,,,,,,,,,3836880,,,,2928160,
O95400,,,,,,,,,,,,,,,,,,,,,,,,,364819,,,,,,,,,376524,,,,,,529327,,,,,,,,,,
O95425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137399,,,144874,,,,,,
O95428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228328,,292338
O95433,,,,,,,,,,,,,,,,,,,,,,,,1161850,1160960,,,,,,,,,,,,,,,,,,,,,,,,,
O95445,5400660,5383850,5457270,5926350,5140770,6511250,5944360,5942180,7499020,6208250,5842870,6308240,5329230,5638100,4876170,9950450,9215750,9434310,10134300,8313190,6558030,7901900,4978040,6551510,7630030,6042140,8145570,8464480,7611460,7972470,7313900,5709610,6184970,7477650,4744140,7749400,5885550,6868130,7246560,7018570,8931000,7317020,8495450,8945320,8168770,9225150,9088380,6114120,6909840,6361760
O95450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51782.7,,,,,,,,,,,150658,,,,,,
O95453,,,,,,,,,,,,,,,,,,,,,,,,984835,,,,,,,,,485826,,,,,,,,,,,,,,,,,
O95466,,,,,,,1282170,1388840,1423390,,,,,,1024610,,,,,,983446,,,781649,,,,,,,910197,,,,,,,,1225810,1183030,,,,,,,,,849241,
O95467,,907669,,932671,,490596,674120,,0,698159,,,,,602279,,1080270,,,,721124,478878,,,841023,,1115990,1028890,,1018890,540682,,,907283,238246,,557808,,,,690679,,,,,,544317,460451,614746,
O95470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102778,,,,,,,99255.4,,,,,,,,
O95477,,,,,,,,,,870632,,,,,,,,3416740,,,,2168880,,,,,,,,,4106470,,,3487280,2632690,,,,,,1370830,,,,1733970,,,,,
O95479,,,,,,,,,,,,,,198482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200316,,,,,
O95486,,,,,,,,,,,,,,,,,,,,,,,,537650,,,,,,,,,,,,431067,,,476083,,,,,,,,,,,
O95487,,,,,,,2472630,,,,,,,3267150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95490,,,,,,,,,,,210856,,,,,,,,,,223647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95497,485345,749736,440018,763919,523036,731373,571881,514508,647868,471091,,497323,693246,,,285568,131438,422104,488689,430883,479711,157980,133050,511470,212280,488463,622571,348981,201398,646308,467498,217624,189820,,,247626,,439246,353961,379427,410508,,,,,,,81695.7,305247,
O95498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1494820,,,,,1895090,,,,,,,,,,,,
O95544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92370.4,,,92315.4,,,,,,,,,,,,
O95562,,,640497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486348,,,,,,,,,,,,,,,
O95568,18986800,21773700,32755300,10524300,14728500,24219000,28893600,18210600,10794800,32809800,21903400,31478000,30618000,20518200,32185600,17295400,21022500,17129600,24803600,14068200,15455400,21985800,13053500,15709700,14855400,35802600,17906000,17434000,20198600,21034300,12921100,13367500,9794890,16361100,18736800,20572900,25691800,27022500,20473300,24686800,,10920200,12163400,9568700,12178900,23337200,24638600,17969800,19491600,27510100
O95571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254267,,,,,,,,,,,260797,,
O95573,,,190134,,,,,,,,,,,,188780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95602,,,,,,,,,,,,,,,452126,,,,,,,,,,,,,,,,,,,,,380398,,,,,,,,,,,,,,
O95613,,,,,,62898.2,,50659,,,,,,,,,,,,,60324.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95622,,626228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021020,,,,,22055800,,
O95626,894874,,,,898203,,,,,,,,,,,,,,210532,,780268,,,,,596890,,,,,,718135,,,,,,,270977,,699969,582502,761703,762887,,,824359,,,
O95630,,,,,,,,,,,,721166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807525,,,,,,
O95633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368653.8,,,,,,,,,,,621870,,,,,,,,
O95644,,,439103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318524,,,,,,,,,,,,
O95670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307775,,,,96164.9
O95671,,,,,,,,,,,,,,,,,,,,,,,,,,532771,,,,,,,,599706,,,,,,,,,,,,,,,,
O95672,,,,,,,,,,,,,,,,,162394,,,,,,,,,,,,,,,,,,,,,,,,,100283,,,,,,,,
O95674,,,,,,,,,,,,,,,,228526,,,,,542103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95678,,,,,,,,316306,,,,,,,311320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4818150,,,,,,,,,4202300
O95696,940115,,,,,,,939687,,970083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95714,,,,8203250,868884,8490590,,,,,,,,,,,,,12006500,,486877,896999,,10073300,,,,1027610,,,11107700,10127900,706634,1102710,,,,,,990212,8061260,8632850,,,,,,,,3734180
O95716,,,,,,9055870,,,,,9662178,,,,,,,,,,,,,,,,,,,,,,,,,,,,10120100,,,,,,,,,,,
O95721,,,,,,,,,,,,,,,,,,,,,372591,,,302128,259067,,,,,,,,,,,,,,,,,,,,,,,,,
O95747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5352140,,,5333530,,,,,,,,,,,,,,,
O95750,,,,,,,,,,,,,,,,,,,,,,,,1049030,,,,,,,,,,,,,,,,,,,,,,,302490,,,
O95757,,,,,,207976,,,624518,,829558,485342,,1024510,,,,536939,221002,394772,,,,679465,,678584,,,,534955,,,,,,,,,,,144441,,,,,,,,,
O95758,,,,,,,,,,,2154660,,,,,,,,,,,,,,,2240370,,,,,,,,,,,,,,,,,,,,,,,,
